,propertyurl,listingtype,forsaleprice,lastsoldprice,description,bedroom,totalbathrooms,fullbathrooms,halfbathrooms,bathroomdescription,interiorfeatures,coolingfeatures,heatingfeatures,diningroomdescription,exteriorandlotfeatures,waterfeatures,waterfrontdescription,poolfeatures,pooldescription,manufacturedmode,garagespaces,parkingfeatures,homefeaturesview,otherequipment,elementaryschool,highschool,middleschool,associationfeeamenitie,association,associationamenities,associationfee,associationfeefrequency,calculatedtotalmonthlyassociation,maintenancedescription,petdescription,annualtaxamount,sourcelistingstatus,county,directions,taxyear,restrictions,sourcepropertytype,area,sourceneighborhood,postalcode,publicsurveysection,subdivision,zoning,sourcesystemname,totalsquarefeetliving,yearbuilt,constructionmaterials,directionfaces,propertyage,roof,levelsorstories,structuretype,housestyle,totalareasqft,yearbuiltdetails,architecturalstyle,sewer,watersource
1305,https://www.realtor.com/realestateandhomes-detail/6305-Gage-Pl-Apt-301_Miami-Lakes_FL_33014_M61283-80890,sold,None,179000,StatusSoldPrice/SqFt$239TypeCondo/Townhome/RowHome/Co-OpBuilt1983,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1306,https://www.realtor.com/realestateandhomes-detail/7350-W-15th-Ct_Hialeah_FL_33014_M60288-77675,sold,None,245000,StatusSoldPrice/SqFt$257TypeCondo/Townhome/RowHome/Co-OpBuilt1968,2,1.00,1,None,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,Lake Front,None,None,None,2,2 Or More Spaces,Lake,"Dishwasher, Dryer, Washer",None,None,None,None,No,None,None,None,0,No Maintenance Included,None,3036,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Townhouse,20,LAKE ARETA SUB 1ST ADDN,Post,26,LAKE ARETA SUB 1ST ADDN,None,C2C,1008,New Construction,CBS Construction,None,53,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1008,New Construction,Townhouse Fee Simple,None,None
1307,https://www.realtor.com/realestateandhomes-detail/1557-W-73rd-St_Hialeah_FL_33014_M60261-94527,sold,None,320000,StatusSoldPrice/SqFt$200TypeCondo/Townhome/RowHome/Co-OpBuilt1967SchoolsElementarySchool:PalmLakesElementarySchoolHighSchool:Hialeah-MiamiLakesSeniorHighSchoolMiddleSchool:MiamiLakesMiddleSchool,3,1 / 1,1,1,None,"Built-in Shelves
              Entry Lvl Lvng Area
              Kitchen Island
              Pantry
          
        
        
          
              Furnished Description: Unfurnished
              Flooring: Laminate, Tile
              Window Features: Hurricane Windows, Impact Glass, Single Hung Metal","Ceiling Fan, Central, Exhaust","Central, Electric",None,None,None,None,None,None,None,None,Driveway,Lake,None,Palm Lakes Elementary School,Hialeah-Miami Lakes Senior High School,Miami Lakes Middle School,"Bike - Jog, Sidewalks",None,None,None,None,None,None,None,1534.95,Closed,Miami-Dade,"From SR-826 west, 8.9 miles take the exit W 84th Street, 0.2 mi. keep right onto SR-916, 0.2 mi. Turn right onto W 84th St.., Turn right onto W 16th Ave, 0.7 mi. turn left onto 73rd St.",2019,None,Townhouse,2200,Lake Areta,None,None,Lake Areta,R-4,C2C,1600.00,Resale,"Block, CBS",None,53,Comp Shingle,2.00,A,Townhouse,1600,Resale,None,Public Sewer,Public Water
1308,https://www.realtor.com/realestateandhomes-detail/7134-W-2nd-Way_Hialeah_FL_33014_M68382-56680,sold,None,285000,StatusSoldPrice/SqFt$196TypeCondo/Townhome/RowHome/Co-OpBuilt1972,2,3.00,3,None,None,First Floor Entry,Electric Cooling,Electric Heat,None,None,None,None,None,None,None,2,"2 Or More Spaces, Open Space Parking",None,"Dryer, Electric Range, Refrigerator, Washer",None,None,None,None,Yes,Homeowners,19,Monthly,19,Other Maintenance Includes,None,2398,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Townhouse,21,FIRST ADDN TO PALM SPRING,Post,30,FIRST ADDN TO PALM SPRING,None,C2C,1716,Resale,CBS Construction,East,49,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1716,Resale,Townhouse Fee Simple,None,None
1309,https://www.realtor.com/realestateandhomes-detail/1660-W-74th-St_Hialeah_FL_33014_M59994-00315,sold,None,340000,StatusSoldPrice/SqFt$192TypeCondo/Townhome/RowHome/Co-OpBuilt1969,3,3.00,2,1,None,"First Floor Entry
          
        
        
          
              Window Features: Awning",Central Cooling,Central Heat,None,None,None,"Lake Front, Lake Access",None,None,None,None,2 Or More Spaces,Lake,"Dishwasher, Dryer, Microwave, Electric Range, Refrigerator, Washer",None,None,None,None,Yes,None,75,Annually,6,No Maintenance Included,None,1997,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Townhouse,20,FLAMINGO LAKE,Post,26,FLAMINGO LAKE,None,C2C,1932,Resale,Concrete Block Construction,None,52,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1932,Resale,Townhouse Fee Simple,None,None
1310,https://www.realtor.com/realestateandhomes-detail/6831-W-14th-Ct-Apt-304_Hialeah_FL_33014_M60930-12362,sold,None,132000,StatusSoldPrice/SqFt$190TypeCondo/Townhome/RowHome/Co-OpBuilt1973SchoolsElementarySchool:PalmLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,1,1.00,1,None,None,"Closet Cabinetry
          
        
        
          
              Walk-In Closets",Central Cooling,Central Heat,None,None,None,Canal Front,None,None,None,None,"1 Space, Assigned Parking, Guest Parking",Other View,"Disposal, Microwave, Electric Range, Refrigerator",Palm Lakes,Hialeah-Miami Lakes,Miami Lakes,None,Yes,Condo,220,Monthly,220,"All Amenities, Common Area, Laundry Facilities, Legal/Accounting, Parking, Pool Service, Recreation Facilities, Trash Removal",None,1705,Closed Sale,Miami-Dade County,None,2019,No Leasing,Condo,20,KINGS CREST CONDO,Post,26,KINGS CREST CONDO,None,C2C,696,Resale,CBS Construction,None,48,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,696,Resale,Condo 1-4 Stories,None,None
1311,https://www.realtor.com/realestateandhomes-detail/847-W-79th-St_Hialeah_FL_33014_M58857-01924,sold,None,260000,StatusSoldPrice/SqFt$203TypeCondo/Townhome/RowHome/Co-OpBuilt1971,3,2.00,1,1,None,First Floor Entry,Electric Cooling,Central Heat,None,None,None,None,None,None,None,None,2 Or More Spaces,None,"Dishwasher, Disposal, Dryer, Microwave",None,None,None,None,None,None,None,None,None,No Maintenance Included,None,2990,Closed Sale,Miami-Dade County,HIALEAH 79 ST 8 AVE,2018,No Restrictions,Townhouse,20,20,None,25,None,None,C2C,1680,Effective Year Built,Other Construction,None,50,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1680,Effective Year Built,Townhouse Fee Simple,None,None
1312,https://www.realtor.com/realestateandhomes-detail/666-W-81st-St-Apt-122_Hialeah_FL_33014_M69712-33760,sold,None,118900,StatusSoldPrice/SqFt$198TypeCondo/Townhome/RowHome/Co-OpBuilt1971,1,1.00,1,None,Combination Tub & Shower,"First Floor Entry
          
        
        
          
              Walk-In Closets",Central Cooling,Central Heat,None,None,None,None,None,None,None,1,"1 Space, Guest Parking",Garden View,Electric Water Heater,None,None,None,None,Yes,Condo,179,Monthly,179,"All Amenities, Common Area, Elevator, Insurance, Landscaping/Lawn Maintenance, Laundry Facilities, Pool Service",None,1425,Closed Sale,Miami-Dade County,None,2019,Other Restrictions,Condo,20,LAS ESTRELLAS CONDO,Post,25,LAS ESTRELLAS CONDO,None,C2C,600,Condo-Conversion,"Concrete Block Construction, Brick Exterior Construction",None,50,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,600,Condo-Conversion,Condo 1-4 Stories,None,None
1313,https://www.realtor.com/realestateandhomes-detail/666-W-81st-St-Apt-411_Hialeah_FL_33014_M69515-57343,sold,None,118900,StatusSoldPrice/SqFt$198TypeCondo/Townhome/RowHome/Co-OpBuilt1971SchoolsElementarySchool:NorthTwinLakesHighSchool:HialeahMiddleSchool:MiamiLakes,1,1.00,1,None,Shower Only,Window Features: Blinds/Shades,"Central Cooling, Electric Cooling",Electric Heat,None,None,None,None,None,None,None,None,"1 Space, Other Parking",Other View,"Electric Water Heater, Electric Range, Refrigerator",North Twin Lakes,Hialeah,Miami Lakes,None,Yes,Condo,175,Monthly,175,"Common Area, Elevator, Sewer, Water",None,1820,Closed Sale,Miami-Dade County,None,2019,Exterior Alterations,Condo,20,LAS ESTRELLAS CONDO,Post,25,LAS ESTRELLAS CONDO,None,C2C,600,Resale,CBS Construction,North,50,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,600,Resale,Condo 1-4 Stories,None,None
1314,https://www.realtor.com/realestateandhomes-detail/16014-Kilmarnock-Dr_Miami-Lakes_FL_33014_M61325-08789,sold,None,391000,StatusSoldPrice/SqFt$179TypeCondo/Townhome/RowHome/Co-OpBuilt1972SchoolsElementarySchool:MiamiLakesHighSchool:GolemanBarbaraMiddleSchool:MargateMiddle,4,3.00,3,None,None,First Floor Entry,Central Cooling,Central Heat,None,None,Private Dock,Lake Front,None,None,None,2,2 Or More Spaces,Lake,"Dishwasher, Dryer, Electric Water Heater, Microwave, Owned Burglar Alarm, Electric Range, Refrigerator, Security System Leased, Smoke Detector, Washer",Miami Lakes,Goleman Barbara,Margate Middle,None,No,Homeowners,None,Monthly,0,Other Maintenance Includes,None,4679,Closed Sale,Miami-Dade County,gps,2019,"Ok To Lease, No Trucks/RvS",Townhouse,20,MIAMI LAKES LOCH LOMOND E,Post,14,MIAMI LAKES LOCH LOMOND E,None,C2C,2190,Resale,Concrete Block Construction,North,49,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,2190,Resale,Townhouse Fee Simple,None,None
1315,https://www.realtor.com/realestateandhomes-detail/844-W-72nd-St_Hialeah_FL_33014_M58455-29238,sold,None,385000,StatusSoldPrice/SqFt$258TypeSingleFamilyHomeBuilt1957,3,2.00,2,None,None,"Fireplace
              French Doors
          
        
        
          
              Pantry",Central Cooling,Central Heat,None,None,None,None,None,None,None,4,"Covered Parking, Driveway, Guest Parking",Garden View,"Dishwasher, Washer/Dryer Hook-Up, Refrigerator, Wall Oven",None,None,None,None,None,None,None,None,None,None,None,4974,Closed Sale,Miami-Dade County,Google maps,2019,Ok To Lease,Single,20,MEADOWS PARK,Post,25,MEADOWS PARK,0100,C2C,2094,Resale,CBS Construction,North,64,"Aluminum Roof, Other Roof, Curved/S-Tile Roof",1,Single Family,R30-No Pool/No Water,2094,Resale,Attached,Other Sewer,Municipal Water
1316,https://www.realtor.com/realestateandhomes-detail/15501-Miami-Lakeway-N-201-10_Miami-Lakes_FL_33014_M61187-94922,sold,None,268000,StatusSoldPrice/SqFt$199TypeCondo/Townhome/RowHome/Co-OpBuilt1987SchoolsElementarySchool:MiamiLakesHighSchool:MiamiLakesEduCntrMiddleSchool:MiamiLakes,2,2.00,2,None,"Dual Sinks, Separate Tub & Shower","Second Floor Entry
              Pantry
          
        
        
          
              Walk-In Closets","Ceiling Fans, Central Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,None,Open Space Parking,Other View,"Circuit Breaker, Dishwasher, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Washer",Miami Lakes,Miami Lakes Edu Cntr,Miami Lakes,None,Yes,Condo,376,Monthly,376,"Building Exterior, Common Area, Other Maintenance Includes, Pool Service, Recreation Facilities, Roof Repairs, Sewer, Water",None,1634,Closed Sale,Miami-Dade County,None,2019,"No Trucks/RvS, Other Restrictions, Renting Limited",Townhouse,20,CELEBRATION POINT CONDO #,Post,13,CELEBRATION POINT CONDO #,None,C2C,1348,New Construction,CBS Construction,None,34,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Condo,1348,New Construction,Townhouse Condo,None,None
1317,https://www.realtor.com/realestateandhomes-detail/6711-Kingsmoor-Way-22_Miami-Lakes_FL_33014_M54761-46248,sold,None,360000,StatusSoldPrice/SqFt$247TypeCondo/Townhome/RowHome/Co-OpBuilt1972SchoolsElementarySchool:MiamiLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,3,2.00,2,None,"Dual Sinks, Separate Tub & Shower","First Floor Entry
          
        
        
          
              Roman Tub",Central Cooling,No Heat,None,None,None,None,None,None,None,None,2 Or More Spaces,"Canal, Garden View","Dishwasher, Disposal, Dryer, Electric Water Heater, Fire Alarm, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer",Miami Lakes,Hialeah-Miami Lakes,Miami Lakes,None,Yes,Homeowners,632,Annually,53,"Building Exterior, Common Area",None,3785,Closed Sale,Miami-Dade County,From NW 67th ave turn right to Miami Lakeway North turn right onto Kingsmoor Way then make a left and the property will be on your right.,2020,Ok To Lease,Townhouse,20,MIAMI LAKES LOCH LOMOND E,Post,14,MIAMI LAKES LOCH LOMOND E,None,C2C,1860,Resale,CBS Construction,None,49,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,1860,Resale,Townhouse Fee Simple,None,None
1318,https://www.realtor.com/realestateandhomes-detail/15505-Miami-Lakeway-N-104-6_Miami-Lakes_FL_33014_M61205-17777,sold,None,279000,StatusSoldPrice/SqFt$217TypeCondo/Townhome/RowHome/Co-OpBuilt1987SchoolsElementarySchool:MiamiLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:MiamiLakes,3,2.00,2,None,"Combination Tub & Shower, Dual Sinks","First Floor Entry
          
        
        
          
              Window Features: Blinds/Shades",Central Cooling,Electric Heat,None,None,None,Canal Front,None,None,None,None,Open Space Parking,Canal,"Dishwasher, Dryer, Electric Range, Refrigerator, Smoke Detector, Washer",Miami Lakes,Hialeah-Miami Lakes,Miami Lakes,None,Yes,Condo,374,Monthly,374,"All Amenities, Building Exterior, Insurance, Landscaping/Lawn Maintenance, Manager, Reserve Fund, Roof Repairs, Security, Sewer, Trash Removal, Water",Restrictions Or Possible Restrictions,965,Closed Sale,Miami-Dade County,None,2020,"Daily Rentals, No Lease-1st Year Owned, No Trucks/RvS",Condo,20,CELEBRATION POINT CONDO #,Post,13,CELEBRATION POINT CONDO #,None,C2C,1283,New Construction,Concrete Block Construction,None,34,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,1283,New Construction,Condo 1-4 Stories,None,None
1319,https://www.realtor.com/realestateandhomes-detail/1900-W-68th-St-Apt-I302_Hialeah_FL_33014_M67665-57006,sold,None,150000,StatusSoldPrice/SqFt$140TypeCondo/Townhome/RowHome/Co-OpBuilt1973,2,2.00,2,None,None,None,Central Cooling,Central Heat,None,None,None,None,None,None,None,None,Assigned Parking,Other View,"Dryer, Electric Range, Refrigerator, Washer",None,None,None,None,Yes,Condo,217,Monthly,217,"Building Exterior, Common Area, Elevator, Laundry Facilities, Pool Service, Trash Removal",Restrictions Or Possible Restrictions,1922,Closed Sale,Miami-Dade County,None,2019,"Ok To Lease, No Trucks/RvS, Other Restrictions",Condo,20,LOS ARBOLES CONDO,Post,35,LOS ARBOLES CONDO,None,C2C,1070,Resale,Concrete Block Construction,None,48,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,1070,Resale,Condo 1-4 Stories,None,None
1320,https://www.realtor.com/realestateandhomes-detail/7316-W-18th-Ave_Hialeah_FL_33014_M93284-71293,sold,None,292000,StatusSoldPrice/SqFt$192TypeCondo/Townhome/RowHome/Co-OpBuilt1972SchoolsElementarySchool:PalmLakes,3,3.00,2,1,"Bidet, Combination Tub & Shower, Dual Sinks","First Floor Entry
          
        
        
          
              Walk-In Closets","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,None,None,None,None,Driveway,None,"Dishwasher, Disposal, Dryer, Electric Water Heater, Electric Range, Refrigerator, Solar Water Heater, Washer",Palm Lakes,None,None,"Other Subdiv/Park Info, Paved Road",None,None,None,None,None,None,None,3898,Closed Sale,Miami-Dade County,Right off the palmetto expressway and nw 122nd st,2020,No Restrictions,Single,20,20,Post,26,None,R-4,C2C,1520,Effective Year Built,CBS Construction,East,49,Flat Roof With Facade Front,2,Single Family,R30-No Pool/No Water,1520,Effective Year Built,Detached,Municipal Sewer,Municipal Water
1321,https://www.realtor.com/realestateandhomes-detail/14121-Lake-Saranac-Ave_Miami-Lakes_FL_33014_M62380-83204,sold,None,505000,StatusSoldPrice/SqFt$363TypeSingleFamilyHomeBuilt1962,4,2.00,2,None,None,First Floor Entry,Central Cooling,Electric Heat,None,None,None,None,Y,Below Ground Pool,None,2,Circular Drive,None,"Automatic Garage Door Opener, Dryer",None,None,None,Other Subdiv/Park Info,None,None,None,None,None,None,Dog Ok,3755,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,20,MIAMI LAKES SEC ONE,Post,24,MIAMI LAKES SEC ONE,0100,C2C,2496,Resale,Concrete Block Construction,West,59,Curved/S-Tile Roof,1,Single Family,Pool Only,2496,Resale,Detached,Municipal Sewer,Municipal Water
1322,https://www.realtor.com/realestateandhomes-detail/15505-Miami-Lakeway-N-104-6_Miami-Lakes_FL_33014_M91947-46254,sold,None,279000,StatusSoldPrice/SqFt$217TypeCondo/Townhome/RowHome/Co-OpBuilt1987,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1323,https://www.realtor.com/realestateandhomes-detail/6910-NW-166th-Ter-1201_Miami-Lakes_FL_33014_M64102-74512,sold,None,175000,StatusSoldPrice/SqFt$250TypeCondo/Townhome/RowHome/Co-OpBuilt1992,1,1.00,1,None,Shower Only,"First Floor Entry
              Pantry
          
        
        
          
              Vaulted Ceilings
              Window Features: High Impact Windows",Central Cooling,Central Heat,None,None,None,None,None,None,None,None,1 Space,Other View,"Icemaker, Microwave, Electric Range, Refrigerator, Smoke Detector, Washer",None,None,None,None,Yes,Condo,225,Monthly,225,"Common Area, Pool Service",More Than 20 Lbs,1082,Closed Sale,Miami-Dade County,None,2020,"Ok To Lease, Other Restrictions",Condo,20,FOUNTAIN PK VILLAGE HOMES,Post,14,FOUNTAIN PK VILLAGE HOMES,None,C2C,700,Resale,CBS Construction,None,29,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,700,Resale,Condo 1-4 Stories,None,None
1324,https://www.realtor.com/realestateandhomes-detail/6942-W-14th-Ct_Hialeah_FL_33014_M59857-60980,sold,None,215000,StatusSoldPrice/SqFt$287TypeSingleFamilyHomeBuilt1964SchoolsElementarySchool:PalmLakesHighSchool:Hialeah-MiamiLakesMiddleSchool:Hialeah,2,1.00,1,None,None,"First Floor Entry
          
        
        
          
              Window Features: Jalousie, Sliding","Ceiling Fans, Wall/Window Unit Cooling",Window/Wall,None,None,None,Lake Front,None,None,None,None,Driveway,Lake,"Circuit Breaker, Dryer, Electric Water Heater, Electric Range, Refrigerator, Washer",Palm Lakes,Hialeah-Miami Lakes,Hialeah,None,Yes,Homeowners,40,Annually,3,None,None,2682,Closed Sale,Miami-Dade County,"Merge onto Palmetto Expy/FL-826 N via the ramp on the left, Take the exit toward NW 122nd St/FL-916/NW 138th St., Keep right to take the ramp toward NW 122nd St E., Merge onto W 68th St., Turn left onto W 14th Ct., property is on the left.",2020,No Restrictions,Single,20,CHAMBERS LAND COMPANY SUB,Post,26,CHAMBERS LAND COMPANY SUB,2800,C2C,750,Resale,CBS Construction,East,57,Shingle Roof,1,Single Family,WF/No Ocean Access,750,Resale,Detached,Municipal Sewer,Municipal Water
1325,https://www.realtor.com/realestateandhomes-detail/4824-NW-167th-St_Miami-Lakes_FL_33014_M97507-04157,sold,None,695000,StatusSoldPrice/SqFt$132TypeCommercialBuilt1976,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
